#,Player,GS,MIN,FG MADE,FG_ATT,FG%,3PT MADE,3PT_ATT,3PT%,FT MADE,FT_ATT,FT%,PTS,ORB,DRB,REB,STL,BLK,A,TO,PF,Opponent,Date
24,Ali Stevens,-,5,0,0,0.0,0,0,0.0,3,4,0.75,3,0,1,1,0,0,0,0,1,Walla Walla,2025-02-14
5,Makayla Scurlock,-,13,1,2,0.5,0,1,0.0,0,0,0.0,2,0,1,1,0,0,2,1,1,Walla Walla,2025-02-14
10,Bridgette McIntyre,*,29,6,9,0.6666666666666666,5,8,0.625,0,0,0.0,17,0,2,2,0,0,3,2,1,Hope International,2024-11-21
1,Meghan McIntyre,*,30,6,9,0.6666666666666666,0,1,0.0,2,3,0.6666666666666666,14,1,5,6,3,0,0,2,2,Hope International,2024-11-21
12,Emma Schmerbach,*,29,6,16,0.375,0,3,0.0,1,4,0.25,13,2,5,7,1,0,2,1,2,Hope International,2024-11-21
23,Clara Robbins,*,18,1,2,0.5,0,0,0.0,0,0,0.0,2,0,3,3,1,0,0,1,0,Hope International,2024-11-21
22,Sierra Scheppele,*,21,0,5,0.0,0,3,0.0,0,0,0.0,0,1,2,3,0,0,1,0,2,Hope International,2024-11-21
32,Eliza DiGiulio,-,24,8,11,0.7272727272727273,2,4,0.5,4,4,1.0,22,2,2,4,0,1,0,0,1,Hope International,2024-11-21
13,Keeley Wright,-,10,2,3,0.6666666666666666,0,0,0.0,1,4,0.25,5,0,1,1,1,0,2,2,1,Hope International,2024-11-21
5,Makayla Scurlock,-,18,1,2,0.5,1,2,0.5,0,0,0.0,3,1,7,8,0,0,0,2,3,Hope International,2024-11-21
21,Jenika Zurita,-,4,1,1,1.0,1,1,1.0,0,0,0.0,3,0,0,0,0,0,0,0,1,Hope International,2024-11-21
33,Mallory Williams,-,9,1,3,0.3333333333333333,0,2,0.0,0,0,0.0,2,0,3,3,0,0,1,0,2,Hope International,2024-11-21
34,Shakia Teague-Perry,-,8,1,1,1.0,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,1,1,Hope International,2024-11-21
1,Meghan McIntyre,*,34,9,12,0.75,2,3,0.6666666666666666,1,1,1.0,21,1,3,4,0,0,4,1,1,Lewis-Clark State,2025-02-15
12,Emma Schmerbach,*,27,7,12,0.5833333333333334,2,2,1.0,1,2,0.5,17,2,7,9,1,0,2,2,4,Lewis-Clark State,2025-02-15
10,Bridgette McIntyre,*,34,1,6,0.16666666666666666,1,6,0.16666666666666666,2,2,1.0,5,0,1,1,2,0,1,1,1,Lewis-Clark State,2025-02-15
20,Morgan Baird,*,30,2,8,0.25,0,0,0.0,1,2,0.5,5,3,1,4,1,0,1,3,0,Lewis-Clark State,2025-02-15
23,Clara Robbins,*,20,0,4,0.0,0,0,0.0,1,4,0.25,1,3,2,5,3,2,2,0,4,Lewis-Clark State,2025-02-15
32,Eliza DiGiulio,-,23,3,8,0.375,0,0,0.0,0,0,0.0,6,1,0,1,1,0,2,3,0,Lewis-Clark State,2025-02-15
5,Makayla Scurlock,-,11,2,3,0.6666666666666666,0,1,0.0,0,0,0.0,4,1,5,6,0,0,0,1,3,Lewis-Clark State,2025-02-15
33,Mallory Williams,-,9,1,1,1.0,0,0,0.0,0,0,0.0,2,0,3,3,0,1,0,1,1,Lewis-Clark State,2025-02-15
13,Keeley Wright,-,6,0,1,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,2,Lewis-Clark State,2025-02-15
22,Sierra Scheppele,-,6,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,0,2,Lewis-Clark State,2025-02-15
20,Morgan Baird,*,29,9,17,0.5294117647058824,0,1,0.0,6,9,0.6666666666666666,24,4,3,7,1,1,2,3,2,Oregon Tech,2025-02-18
1,Meghan McIntyre,*,35,6,13,0.46153846153846156,1,2,0.5,3,6,0.5,16,1,4,5,1,0,6,2,2,Oregon Tech,2025-02-18
12,Emma Schmerbach,*,37,2,10,0.2,0,2,0.0,4,6,0.6666666666666666,8,2,6,8,2,0,4,1,3,Oregon Tech,2025-02-18
10,Bridgette McIntyre,*,36,2,7,0.2857142857142857,1,5,0.2,2,2,1.0,7,0,1,1,1,0,1,1,2,Oregon Tech,2025-02-18
23,Clara Robbins,*,16,2,4,0.5,0,0,0.0,0,0,0.0,4,2,4,6,2,2,1,1,1,Oregon Tech,2025-02-18
32,Eliza DiGiulio,-,20,3,6,0.5,2,3,0.6666666666666666,3,4,0.75,11,1,0,1,2,0,0,1,2,Oregon Tech,2025-02-18
13,Keeley Wright,-,5,1,1,1.0,0,0,0.0,0,0,0.0,2,0,0,0,0,0,1,0,0,Oregon Tech,2025-02-18
33,Mallory Williams,-,11,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,3,Oregon Tech,2025-02-18
5,Makayla Scurlock,-,7,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,Oregon Tech,2025-02-18
22,Sierra Scheppele,-,4,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,Oregon Tech,2025-02-18
20,Morgan Baird,*,19,7,11,0.6363636363636364,0,1,0.0,0,0,0.0,14,1,1,2,2,0,2,1,0,Bushnell (OR),2024-12-21
12,Emma Schmerbach,*,20,6,10,0.6,0,0,0.0,1,1,1.0,13,1,7,8,1,0,2,1,1,Bushnell (OR),2024-12-21
1,Meghan McIntyre,*,22,2,7,0.2857142857142857,0,1,0.0,5,6,0.8333333333333334,9,3,1,4,1,0,1,0,0,Bushnell (OR),2024-12-21
10,Bridgette McIntyre,*,26,1,5,0.2,1,3,0.3333333333333333,0,0,0.0,3,0,4,4,0,0,2,1,0,Bushnell (OR),2024-12-21
23,Clara Robbins,*,23,1,2,0.5,0,0,0.0,0,0,0.0,2,1,5,6,3,3,2,1,2,Bushnell (OR),2024-12-21
32,Eliza DiGiulio,-,19,4,5,0.8,1,1,1.0,1,1,1.0,10,1,0,1,1,1,1,3,3,Bushnell (OR),2024-12-21
22,Sierra Scheppele,-,8,1,4,0.25,1,4,0.25,2,2,1.0,5,0,1,1,0,1,0,1,2,Bushnell (OR),2024-12-21
13,Keeley Wright,-,14,2,4,0.5,0,0,0.0,0,2,0.0,4,0,1,1,2,0,1,5,1,Bushnell (OR),2024-12-21
33,Mallory Williams,-,19,1,2,0.5,1,2,0.5,0,0,0.0,3,0,9,9,1,0,1,1,2,Bushnell (OR),2024-12-21
5,Makayla Scurlock,-,10,1,4,0.25,0,2,0.0,0,0,0.0,2,0,1,1,0,0,1,0,1,Bushnell (OR),2024-12-21
34,Shakia Teague-Perry,-,10,0,0,0.0,0,0,0.0,2,4,0.5,2,0,1,1,1,2,0,1,1,Bushnell (OR),2024-12-21
21,Jenika Zurita,-,6,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,1,Bushnell (OR),2024-12-21
24,Ali Stevens,-,4,0,2,0.0,0,0,0.0,0,0,0.0,0,1,0,1,0,0,0,1,0,Bushnell (OR),2024-12-21
1,Meghan McIntyre,*,23,8,11,0.7272727272727273,0,1,0.0,0,0,0.0,16,1,1,2,3,0,6,2,0,Corban (OR),2024-12-20
20,Morgan Baird,*,22,6,9,0.6666666666666666,1,2,0.5,0,0,0.0,13,0,4,4,0,1,2,3,1,Corban (OR),2024-12-20
10,Bridgette McIntyre,*,22,3,5,0.6,3,5,0.6,0,0,0.0,9,0,2,2,0,0,0,0,0,Corban (OR),2024-12-20
12,Emma Schmerbach,*,18,4,7,0.5714285714285714,0,0,0.0,0,1,0.0,8,0,1,1,3,1,0,1,2,Corban (OR),2024-12-20
23,Clara Robbins,*,20,1,2,0.5,0,0,0.0,1,2,0.5,3,1,4,5,2,2,0,1,2,Corban (OR),2024-12-20
22,Sierra Scheppele,-,15,4,6,0.6666666666666666,4,6,0.6666666666666666,0,0,0.0,12,0,0,0,1,0,0,2,2,Corban (OR),2024-12-20
13,Keeley Wright,-,17,4,7,0.5714285714285714,0,0,0.0,3,3,1.0,11,1,0,1,3,0,3,0,1,Corban (OR),2024-12-20
32,Eliza DiGiulio,-,13,1,2,0.5,0,1,0.0,4,4,1.0,6,1,1,2,0,0,0,1,3,Corban (OR),2024-12-20
33,Mallory Williams,-,18,1,6,0.16666666666666666,1,5,0.2,0,0,0.0,3,0,1,1,0,1,0,0,2,Corban (OR),2024-12-20
24,Ali Stevens,-,3,1,1,1.0,0,0,0.0,1,2,0.5,3,3,0,3,0,0,0,0,1,Corban (OR),2024-12-20
5,Makayla Scurlock,-,14,1,2,0.5,0,0,0.0,0,0,0.0,2,0,1,1,2,0,1,0,1,Corban (OR),2024-12-20
34,Shakia Teague-Perry,-,8,1,3,0.3333333333333333,0,0,0.0,0,0,0.0,2,0,0,0,1,0,0,0,1,Corban (OR),2024-12-20
21,Jenika Zurita,-,7,0,2,0.0,0,1,0.0,0,0,0.0,0,0,2,2,0,0,2,0,1,Corban (OR),2024-12-20
20,Morgan Baird,*,26,7,14,0.5,1,3,0.3333333333333333,3,4,0.75,18,0,1,1,1,0,1,2,1,Evergreen (WA),2025-02-26
10,Bridgette McIntyre,*,27,5,9,0.5555555555555556,5,8,0.625,2,2,1.0,17,1,8,9,1,0,3,1,0,Evergreen (WA),2025-02-26
12,Emma Schmerbach,*,27,4,9,0.4444444444444444,0,0,0.0,8,8,1.0,16,0,5,5,2,0,0,4,0,Evergreen (WA),2025-02-26
1,Meghan McIntyre,*,28,3,5,0.6,0,1,0.0,1,4,0.25,7,2,7,9,2,1,4,3,2,Evergreen (WA),2025-02-26
23,Clara Robbins,*,17,0,1,0.0,0,0,0.0,0,0,0.0,0,1,4,5,1,2,0,1,3,Evergreen (WA),2025-02-26
33,Mallory Williams,-,15,2,3,0.6666666666666666,2,3,0.6666666666666666,2,2,1.0,8,1,1,2,1,2,1,0,0,Evergreen (WA),2025-02-26
13,Keeley Wright,-,12,3,5,0.6,0,0,0.0,0,0,0.0,6,1,1,2,4,0,2,1,1,Evergreen (WA),2025-02-26
22,Sierra Scheppele,-,13,1,2,0.5,1,2,0.5,0,0,0.0,3,0,1,1,0,0,0,0,0,Evergreen (WA),2025-02-26
5,Makayla Scurlock,-,14,1,2,0.5,0,1,0.0,0,0,0.0,2,0,1,1,1,0,1,1,1,Evergreen (WA),2025-02-26
32,Eliza DiGiulio,-,17,0,5,0.0,0,1,0.0,0,0,0.0,0,0,2,2,0,0,1,1,1,Evergreen (WA),2025-02-26
34,Shakia Teague-Perry,-,4,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,1,Evergreen (WA),2025-02-26
20,Morgan Baird,*,27,12,15,0.8,2,3,0.6666666666666666,5,5,1.0,31,1,1,2,2,0,2,2,2,Multnomah,2025-02-22
23,Clara Robbins,*,25,4,6,0.6666666666666666,0,1,0.0,6,6,1.0,14,1,2,3,1,1,2,1,1,Multnomah,2025-02-22
1,Meghan McIntyre,*,31,4,9,0.4444444444444444,1,2,0.5,0,0,0.0,9,4,4,8,4,0,7,4,1,Multnomah,2025-02-22
12,Emma Schmerbach,*,25,4,9,0.4444444444444444,0,0,0.0,1,5,0.2,9,3,4,7,2,0,5,3,5,Multnomah,2025-02-22
5,Makayla Scurlock,*,24,1,4,0.25,0,3,0.0,3,4,0.75,5,0,4,4,0,0,0,1,4,Multnomah,2025-02-22
10,Bridgette McIntyre,-,23,4,8,0.5,2,5,0.4,0,0,0.0,10,1,4,5,2,0,1,0,1,Multnomah,2025-02-22
32,Eliza DiGiulio,-,14,1,3,0.3333333333333333,0,1,0.0,3,4,0.75,5,1,2,3,0,0,0,3,2,Multnomah,2025-02-22
33,Mallory Williams,-,12,0,5,0.0,0,4,0.0,2,2,1.0,2,0,3,3,0,1,0,0,0,Multnomah,2025-02-22
13,Keeley Wright,-,9,0,0,0.0,0,0,0.0,2,2,1.0,2,0,1,1,1,1,3,1,1,Multnomah,2025-02-22
22,Sierra Scheppele,-,10,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,1,0,Multnomah,2025-02-22
20,Morgan Baird,*,17,9,13,0.6923076923076923,0,0,0.0,0,0,0.0,18,1,4,5,0,1,2,0,0,UC Merced,2024-11-16
12,Emma Schmerbach,*,21,6,12,0.5,1,2,0.5,0,0,0.0,13,1,3,4,0,0,1,0,0,UC Merced,2024-11-16
10,Bridgette Mcintyre,*,23,3,8,0.375,2,6,0.3333333333333333,0,0,0.0,8,2,4,6,0,0,3,0,0,UC Merced,2024-11-16
1,Meghan Mcintyre,*,23,1,5,0.2,0,2,0.0,1,2,0.5,3,0,3,3,5,0,3,2,1,UC Merced,2024-11-16
23,Clara Robbins,*,17,0,2,0.0,0,0,0.0,1,1,1.0,1,2,5,7,0,2,0,1,1,UC Merced,2024-11-16
13,Keeley Wright,-,17,5,9,0.5555555555555556,0,0,0.0,1,1,1.0,11,1,2,3,0,0,2,2,2,UC Merced,2024-11-16
32,Eliza Digiulio,-,13,3,7,0.42857142857142855,0,1,0.0,1,1,1.0,7,1,1,2,1,0,2,1,0,UC Merced,2024-11-16
22,Sierra Scheppele,-,16,2,5,0.4,2,4,0.5,0,0,0.0,6,0,2,2,1,0,1,0,2,UC Merced,2024-11-16
33,Mallory Williams,-,13,2,8,0.25,1,5,0.2,0,0,0.0,5,0,3,3,0,0,0,0,2,UC Merced,2024-11-16
34,Shakia Teague-perry,-,13,2,4,0.5,0,0,0.0,0,0,0.0,4,0,2,2,0,0,0,0,3,UC Merced,2024-11-16
5,Makayla Scurlock,-,12,0,1,0.0,0,0,0.0,0,0,0.0,0,0,3,3,1,0,0,0,0,UC Merced,2024-11-16
21,Jenika Zurita,-,10,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,2,1,0,0,0,0,UC Merced,2024-11-16
24,Ali Stevens,-,5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,UC Merced,2024-11-16
12,Emma Schmerbach,*,28,7,11,0.6363636363636364,0,1,0.0,0,2,0.0,14,4,5,9,1,1,2,2,2,Corban (OR),2025-02-08
20,Morgan Baird,*,28,5,11,0.45454545454545453,0,0,0.0,4,5,0.8,14,2,2,4,0,0,3,1,0,Corban (OR),2025-02-08
10,Bridgette McIntyre,*,30,4,8,0.5,4,8,0.5,0,0,0.0,12,0,2,2,1,0,1,2,2,Corban (OR),2025-02-08
1,Meghan McIntyre,*,32,2,10,0.2,0,1,0.0,6,10,0.6,10,2,5,7,3,0,4,2,0,Corban (OR),2025-02-08
23,Clara Robbins,*,11,0,1,0.0,0,0,0.0,0,2,0.0,0,0,1,1,3,1,0,0,4,Corban (OR),2025-02-08
32,Eliza DiGiulio,-,24,5,8,0.625,1,2,0.5,1,2,0.5,12,1,1,2,1,1,3,0,1,Corban (OR),2025-02-08
33,Mallory Williams,-,12,2,2,1.0,2,2,1.0,0,0,0.0,6,0,2,2,0,0,0,1,1,Corban (OR),2025-02-08
5,Makayla Scurlock,-,12,1,3,0.3333333333333333,0,0,0.0,0,0,0.0,2,0,4,4,1,0,0,1,1,Corban (OR),2025-02-08
22,Sierra Scheppele,-,15,0,1,0.0,0,1,0.0,0,0,0.0,0,0,1,1,0,0,1,1,0,Corban (OR),2025-02-08
13,Keeley Wright,-,8,0,1,0.0,0,0,0.0,0,0,0.0,0,1,0,1,0,0,1,0,1,Corban (OR),2025-02-08
12,Emma Schmerbach,*,18,7,11,0.6363636363636364,1,1,1.0,0,0,0.0,15,4,2,6,0,1,3,2,3,Warner Pacific (OR),2025-02-21
1,Meghan McIntyre,*,21,5,9,0.5555555555555556,1,2,0.5,0,1,0.0,11,2,5,7,2,0,3,0,1,Warner Pacific (OR),2025-02-21
33,Mallory Williams,*,16,2,5,0.4,1,3,0.3333333333333333,0,0,0.0,5,2,4,6,0,2,1,1,0,Warner Pacific (OR),2025-02-21
23,Clara Robbins,*,17,0,3,0.0,0,0,0.0,0,0,0.0,0,3,5,8,2,5,3,1,0,Warner Pacific (OR),2025-02-21
22,Sierra Scheppele,*,14,0,5,0.0,0,5,0.0,0,0,0.0,0,0,1,1,0,0,2,0,2,Warner Pacific (OR),2025-02-21
20,Morgan Baird,-,17,7,8,0.875,1,1,1.0,2,3,0.6666666666666666,17,1,0,1,3,0,2,1,0,Warner Pacific (OR),2025-02-21
10,Bridgette McIntyre,-,18,4,8,0.5,4,8,0.5,0,0,0.0,12,0,1,1,1,0,1,1,3,Warner Pacific (OR),2025-02-21
32,Eliza DiGiulio,-,18,3,6,0.5,1,1,1.0,4,4,1.0,11,1,1,2,1,0,0,0,0,Warner Pacific (OR),2025-02-21
13,Keeley Wright,-,20,2,5,0.4,0,0,0.0,1,2,0.5,5,1,0,1,1,0,7,1,2,Warner Pacific (OR),2025-02-21
21,Jenika Zurita,-,8,1,2,0.5,1,2,0.5,1,2,0.5,4,1,2,3,0,0,0,0,1,Warner Pacific (OR),2025-02-21
34,Shakia Teague-Perry,-,10,1,4,0.25,0,0,0.0,1,2,0.5,3,0,3,3,1,1,0,0,4,Warner Pacific (OR),2025-02-21
24,Ali Stevens,-,8,1,4,0.25,0,1,0.0,0,0,0.0,2,0,1,1,1,0,0,0,0,Warner Pacific (OR),2025-02-21
5,Makayla Scurlock,-,15,0,2,0.0,0,1,0.0,0,0,0.0,0,0,4,4,1,0,0,0,1,Warner Pacific (OR),2025-02-21
20,Morgan Baird,*,18,9,11,0.8181818181818182,0,0,0.0,2,3,0.6666666666666666,20,2,4,6,0,0,2,0,0,Cal Maritime,2024-11-15
12,Emma Schmerbach,*,19,7,8,0.875,0,0,0.0,2,2,1.0,16,1,2,3,2,0,1,0,1,Cal Maritime,2024-11-15
1,Meghan Mcintyre,*,21,4,12,0.3333333333333333,0,2,0.0,4,6,0.6666666666666666,12,1,1,2,4,0,5,1,1,Cal Maritime,2024-11-15
10,Bridgette Mcintyre,*,20,3,6,0.5,3,5,0.6,2,2,1.0,11,0,0,0,4,0,3,0,2,Cal Maritime,2024-11-15
23,Clara Robbins,*,16,1,2,0.5,0,0,0.0,0,0,0.0,2,0,4,4,0,1,0,1,1,Cal Maritime,2024-11-15
33,Mallory Williams,-,13,3,6,0.5,1,3,0.3333333333333333,2,2,1.0,9,1,2,3,0,0,0,1,0,Cal Maritime,2024-11-15
5,Makayla Scurlock,-,15,2,3,0.6666666666666666,1,2,0.5,3,4,0.75,8,0,1,1,0,0,2,0,0,Cal Maritime,2024-11-15
22,Sierra Scheppele,-,14,3,5,0.6,2,3,0.6666666666666666,0,0,0.0,8,0,1,1,1,0,2,0,0,Cal Maritime,2024-11-15
34,Shakia Teague-perry,-,9,3,3,1.0,0,0,0.0,1,2,0.5,7,1,0,1,0,0,0,0,0,Cal Maritime,2024-11-15
13,Keeley Wright,-,19,1,3,0.3333333333333333,0,0,0.0,2,6,0.3333333333333333,4,2,5,7,1,0,4,4,3,Cal Maritime,2024-11-15
32,Eliza Digiulio,-,19,1,5,0.2,0,1,0.0,2,2,1.0,4,2,4,6,0,1,2,0,0,Cal Maritime,2024-11-15
21,Jenika Zurita,-,11,1,3,0.3333333333333333,1,3,0.3333333333333333,0,0,0.0,3,0,2,2,0,0,2,2,0,Cal Maritime,2024-11-15
24,Ali Stevens,-,6,1,5,0.2,0,0,0.0,0,0,0.0,2,1,1,2,2,0,0,1,0,Cal Maritime,2024-11-15
20,Morgan Baird,*,24,12,19,0.631578947368421,0,1,0.0,4,4,1.0,28,1,5,6,0,0,4,1,0,UC Merced,2025-03-14
1,Meghan McIntyre,*,26,5,10,0.5,1,2,0.5,1,2,0.5,12,2,5,7,5,0,8,2,2,UC Merced,2025-03-14
12,Emma Schmerbach,*,27,3,9,0.3333333333333333,0,1,0.0,0,0,0.0,6,2,2,4,6,1,4,2,3,UC Merced,2025-03-14
10,Bridgette McIntyre,*,26,2,8,0.25,0,5,0.0,0,0,0.0,4,1,2,3,1,0,3,1,0,UC Merced,2025-03-14
23,Clara Robbins,*,16,0,0,0.0,0,0,0.0,0,0,0.0,0,1,8,9,0,1,0,0,1,UC Merced,2025-03-14
22,Sierra Scheppele,-,20,5,6,0.8333333333333334,4,5,0.8,0,0,0.0,14,1,1,2,0,0,1,1,1,UC Merced,2025-03-14
32,Eliza DiGiulio,-,13,5,5,1.0,1,1,1.0,0,1,0.0,11,0,2,2,0,0,0,1,1,UC Merced,2025-03-14
33,Mallory Williams,-,15,2,5,0.4,2,4,0.5,2,2,1.0,8,2,4,6,1,0,1,1,0,UC Merced,2025-03-14
21,Jenika Zurita,-,3,1,1,1.0,1,1,1.0,0,0,0.0,3,0,0,0,1,0,0,0,0,UC Merced,2025-03-14
13,Keeley Wright,-,15,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,1,0,UC Merced,2025-03-14
5,Makayla Scurlock,-,10,0,3,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,1,2,1,1,UC Merced,2025-03-14
34,Shakia Teague-Perry,-,3,0,1,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,2,0,0,0,UC Merced,2025-03-14
24,Ali Stevens,-,2,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,2,1,0,1,0,0,UC Merced,2025-03-14
12,Emma Schmerbach,*,27,8,13,0.6153846153846154,1,1,1.0,0,1,0.0,17,4,4,8,4,2,3,2,4,Wayland Baptist (TX),2025-03-15
10,Bridgette McIntyre,*,30,4,8,0.5,4,7,0.5714285714285714,3,3,1.0,15,0,3,3,0,0,1,2,2,Wayland Baptist (TX),2025-03-15
1,Meghan McIntyre,*,33,4,10,0.4,0,2,0.0,2,2,1.0,10,0,4,4,3,0,6,5,0,Wayland Baptist (TX),2025-03-15
20,Morgan Baird,*,23,4,7,0.5714285714285714,0,1,0.0,0,0,0.0,8,3,2,5,0,0,4,1,3,Wayland Baptist (TX),2025-03-15
23,Clara Robbins,*,18,1,4,0.25,0,0,0.0,0,0,0.0,2,0,9,9,1,5,0,3,3,Wayland Baptist (TX),2025-03-15
32,Eliza DiGiulio,-,14,4,8,0.5,0,2,0.0,0,0,0.0,8,1,0,1,0,0,1,3,3,Wayland Baptist (TX),2025-03-15
33,Mallory Williams,-,14,3,6,0.5,2,5,0.4,0,0,0.0,8,2,3,5,0,0,0,0,1,Wayland Baptist (TX),2025-03-15
22,Sierra Scheppele,-,19,2,4,0.5,2,4,0.5,0,0,0.0,6,0,1,1,1,0,2,0,0,Wayland Baptist (TX),2025-03-15
5,Makayla Scurlock,-,9,1,2,0.5,0,0,0.0,0,0,0.0,2,0,1,1,1,0,1,2,1,Wayland Baptist (TX),2025-03-15
13,Keeley Wright,-,8,1,2,0.5,0,0,0.0,0,0,0.0,2,1,1,2,1,0,0,1,0,Wayland Baptist (TX),2025-03-15
24,Ali Stevens,-,2,0,1,0.0,0,0,0.0,0,0,0.0,0,0,2,2,0,0,0,0,0,Wayland Baptist (TX),2025-03-15
34,Shakia Teague-Perry,-,2,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,Wayland Baptist (TX),2025-03-15
21,Jenika Zurita,-,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,Wayland Baptist (TX),2025-03-15
1,Meghan McIntyre,*,36,5,14,0.35714285714285715,2,3,0.6666666666666666,2,3,0.6666666666666666,14,2,8,10,4,0,7,7,1,Dakota State (SD),2024-11-01
20,Morgan Baird,*,23,7,17,0.4117647058823529,0,0,0.0,0,0,0.0,14,2,3,5,0,0,0,1,3,Dakota State (SD),2024-11-01
10,Bridgette McIntyre,*,34,3,10,0.3,3,9,0.3333333333333333,3,3,1.0,12,0,1,1,1,0,3,2,2,Dakota State (SD),2024-11-01
12,Emma Schmerbach,*,22,3,4,0.75,0,0,0.0,1,4,0.25,7,0,4,4,0,0,1,3,4,Dakota State (SD),2024-11-01
23,Clara Robbins,*,22,2,3,0.6666666666666666,0,0,0.0,2,2,1.0,6,2,6,8,2,0,1,1,5,Dakota State (SD),2024-11-01
32,Eliza DiGiulio,-,20,4,9,0.4444444444444444,0,1,0.0,2,4,0.5,10,0,1,1,1,1,0,0,1,Dakota State (SD),2024-11-01
22,Sierra Scheppele,-,19,2,6,0.3333333333333333,2,6,0.3333333333333333,0,0,0.0,6,2,0,2,2,0,2,1,2,Dakota State (SD),2024-11-01
13,Keeley Wright,-,6,0,1,0.0,0,0,0.0,1,2,0.5,1,0,0,0,0,0,2,0,1,Dakota State (SD),2024-11-01
34,Shakia Teague-Perry,-,8,0,1,0.0,0,0,0.0,0,0,0.0,0,2,0,2,1,0,3,0,0,Dakota State (SD),2024-11-01
21,Jenika Zurita,-,7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,Dakota State (SD),2024-11-01
33,Mallory Williams,-,4,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,0,Dakota State (SD),2024-11-01
20,Morgan Baird,*,29,6,9,0.6666666666666666,1,2,0.5,1,1,1.0,14,1,4,5,1,0,1,2,1,College of Idaho,2025-01-25
10,Bridgette McIntyre,*,32,3,6,0.5,2,4,0.5,5,7,0.7142857142857143,13,0,5,5,0,0,2,0,1,College of Idaho,2025-01-25
12,Emma Schmerbach,*,31,3,13,0.23076923076923078,0,2,0.0,4,4,1.0,10,1,5,6,1,0,3,1,3,College of Idaho,2025-01-25
1,Meghan McIntyre,*,32,3,9,0.3333333333333333,0,2,0.0,2,2,1.0,8,0,3,3,2,2,2,2,0,College of Idaho,2025-01-25
23,Clara Robbins,*,19,1,3,0.3333333333333333,0,0,0.0,0,0,0.0,2,1,3,4,1,2,1,0,3,College of Idaho,2025-01-25
33,Mallory Williams,-,15,2,3,0.6666666666666666,2,2,1.0,0,0,0.0,6,1,3,4,0,0,0,0,0,College of Idaho,2025-01-25
32,Eliza DiGiulio,-,16,1,5,0.2,1,3,0.3333333333333333,0,0,0.0,3,0,1,1,0,2,1,1,0,College of Idaho,2025-01-25
13,Keeley Wright,-,9,1,2,0.5,0,0,0.0,0,0,0.0,2,0,0,0,0,0,1,0,0,College of Idaho,2025-01-25
5,Makayla Scurlock,-,9,0,2,0.0,0,1,0.0,0,0,0.0,0,1,2,3,0,0,0,0,1,College of Idaho,2025-01-25
22,Sierra Scheppele,-,8,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,College of Idaho,2025-01-25
20,Morgan Baird,*,25,10,14,0.7142857142857143,1,2,0.5,1,2,0.5,22,1,2,3,1,0,2,2,2,Northwest,2025-01-31
1,Meghan McIntyre,*,28,6,9,0.6666666666666666,0,1,0.0,3,4,0.75,15,1,2,3,3,0,4,2,2,Northwest,2025-01-31
12,Emma Schmerbach,*,27,5,9,0.5555555555555556,0,1,0.0,0,0,0.0,10,1,5,6,2,0,0,4,2,Northwest,2025-01-31
23,Clara Robbins,*,21,2,3,0.6666666666666666,0,0,0.0,0,0,0.0,4,2,2,4,1,2,1,0,1,Northwest,2025-01-31
10,Bridgette McIntyre,*,24,1,5,0.2,1,4,0.25,0,0,0.0,3,0,2,2,1,0,0,2,2,Northwest,2025-01-31
32,Eliza DiGiulio,-,16,5,11,0.45454545454545453,0,2,0.0,4,5,0.8,14,6,3,9,1,1,1,1,0,Northwest,2025-01-31
13,Keeley Wright,-,11,2,4,0.5,0,0,0.0,2,6,0.3333333333333333,6,0,2,2,0,0,0,0,2,Northwest,2025-01-31
22,Sierra Scheppele,-,19,1,3,0.3333333333333333,1,3,0.3333333333333333,0,0,0.0,3,0,2,2,2,0,0,0,0,Northwest,2025-01-31
33,Mallory Williams,-,16,0,2,0.0,0,1,0.0,2,2,1.0,2,0,3,3,0,0,0,0,1,Northwest,2025-01-31
